physid,PRVDR_SPCLTY,startyr,endyr
507,"SURGERY, GENERAL",2012,2020
508,HEMATOLOGY AND ONCOLOGY,2016,2020
508,HEMATOLOGY: INTERNAL MEDICINE,2010,2015
509,INTERNAL MEDICINE,2009,2019
510,FAMILY MEDICINE,2015,2020
511,FAMILY MEDICINE,2009,2011
511,INTERNAL MEDICINE,2012,2020
512,FAMILY MEDICINE,2015,2018
513,"SURGERY, GENERAL",2009,2020
514,FAMILY MEDICINE,2009,2020
515,INTERNAL MEDICINE,2009,2015
515,"SURGERY, GENERAL",2015,2020
516,EMERGENCY MEDICINE,2009,2020
517,"ENDOCRINOLOGY, DIABETES & METABOLISM",2009,2020
517,INTERNAL MEDICINE,2013,2013
518,GASTROENTEROLOGY,2014,2020
519,INTERNAL MEDICINE,2012,2013
520,HEMATOLOGY AND ONCOLOGY,2016,2020
520,HEMATOLOGY: INTERNAL MEDICINE,2009,2015
521,THORACIC SURGERY,2009,2017
522,INTERNAL MEDICINE,2009,2013
523,"SURGERY, GENERAL",2009,2020
524,OBSTETRICS & GYNECOLOGY,2009,2020
525,OBSTETRICS & GYNECOLOGY,2009,2020
526,PHYSICIAN ASSISTANT,2009,2020
527,INTERNAL MEDICINE,2009,2020
528,FAMILY MEDICINE,2009,2020
529,FAMILY MEDICINE,2009,2020
530,INTERNAL MEDICINE,2009,2020
531,INTERNAL MEDICINE,2012,2020
532,INTERNAL MEDICINE,2009,2020
533,FAMILY MEDICINE,2009,2020
534,FAMILY MEDICINE,2015,2020
534,INTERNAL MEDICINE,2012,2015
535,INTERNAL MEDICINE,2009,2010
536,INTERNAL MEDICINE,2016,2020
537,INTERNAL MEDICINE,2013,2015
537,"SURGERY, GENERAL",2014,2014
538,INTERNAL MEDICINE,2009,2020
539,"SURGERY, COLON & RECTAL",2009,2020
540,INTERNAL MEDICINE,2011,2014
541,INTERNAL MEDICINE,2009,2020
542,"SURGERY, GENERAL",2010,2020
543,PHARMACIST PRACTITIONER,2009,2020
544,FAMILY MEDICINE,2009,2020
545,OBSTETRICS & GYNECOLOGY,2009,2020
546,INTERNAL MEDICINE,2009,2020
547,FAMILY MEDICINE,2009,2020
548,FAMILY MEDICINE,2010,2014
549,FAMILY MEDICINE,2012,2016
549,INTERNAL MEDICINE,2009,2011
550,FAMILY MEDICINE,2009,2020
551,INTERNAL MEDICINE,2009,2011
551,OBSTETRICS & GYNECOLOGY,2012,2013
552,INTERNAL MEDICINE,2009,2020
553,"SURGERY, GENERAL",2009,2016
554,GASTROENTEROLOGY,2009,2020
555,FAMILY MEDICINE,2009,2019
556,FAMILY MEDICINE,2009,2020
557,INTERNAL MEDICINE,2010,2015
557,"SURGERY, GENERAL",2015,2020
558,INTERNAL MEDICINE,2013,2019
558,UROLOGY,2016,2020
559,GASTROENTEROLOGY,2009,2012
560,VASCULAR & INTERVENTIONAL RADIOLOGY,2009,2016
561,INTERNAL MEDICINE,2009,2020
562,FAMILY MEDICINE,2009,2020
563,"SURGERY, GENERAL",2010,2018
563,"SURGERY, ONCOLOGIC",2019,2020
564,"SURGERY, GENERAL",2009,2020
565,INTERNAL MEDICINE,2009,2020
566,INTERNAL MEDICINE,2009,2018
567,"SURGERY, GENERAL",2009,2020
568,FAMILY MEDICINE,2009,2020
569,INTERNAL MEDICINE,2010,2011
570,INTERNAL MEDICINE,2014,2019
571,INTERNAL MEDICINE,2010,2014
571,OBSTETRICS & GYNECOLOGY,2015,2018
572,INTERNAL MEDICINE,2009,2020
573,EMERGENCY MEDICINE,2009,2020
574,INTERNAL MEDICINE,2012,2015
575,INFECTIOUS DISEASES,2009,2016
575,INTERNAL MEDICINE,2017,2020
576,GASTROENTEROLOGY,2009,2009
577,INTERNAL MEDICINE,2012,2017
577,"SURGERY, GENERAL",2018,2020
578,INTERNAL MEDICINE,2011,2020
579,FAMILY MEDICINE,2011,2020
580,FAMILY MEDICINE,2015,2020
580,INTERNAL MEDICINE,2011,2014
581,THORACIC SURGERY,2009,2020
582,FAMILY MEDICINE,2011,2020
583,INTERNAL MEDICINE,2009,2009
583,"SURGERY, GENERAL",2010,2014
584,"SURGERY, GENERAL",2009,2011
585,FAMILY MEDICINE,2009,2019
586,PULMONARY DISEASES,2012,2020
587,FAMILY MEDICINE,2020,2020
587,INTERNAL MEDICINE,2016,2019
588,INTERNAL MEDICINE,2009,2020
589,GENERAL PRACTICE,2009,2009
589,INTERNAL MEDICINE,2009,2020
590,FAMILY MEDICINE,2009,2020
591,FAMILY MEDICINE,2009,2020
592,HEMATOLOGY AND ONCOLOGY,2015,2020
593,FAMILY MEDICINE,2009,2020
594,INTERNAL MEDICINE,2009,2009
594,RADIATION ONCOLOGY,2010,2020
595,FAMILY MEDICINE,2009,2020
597,INTERNAL MEDICINE,2009,2012
598,INTERNAL MEDICINE,2009,2020
599,FAMILY MEDICINE,2009,2020
600,HEMATOLOGY: INTERNAL MEDICINE,2013,2014
600,INTERNAL MEDICINE,2010,2012
601,INTERNAL MEDICINE,2009,2020
602,"SURGERY, GENERAL",2009,2020
603,FAMILY MEDICINE,2009,2020
604,PHYSICIAN ASSISTANT,2009,2020
605,INTERNAL MEDICINE,2009,2020
606,FAMILY MEDICINE,2009,2020
607,INTERNAL MEDICINE,2009,2013
608,FAMILY MEDICINE,2009,2019
608,INTERNAL MEDICINE,2020,2020
609,FAMILY MEDICINE,2009,2017
609,INTERNAL MEDICINE,2018,2020
610,FAMILY MEDICINE,2009,2020
611,FAMILY MEDICINE,2009,2014
612,INTERNAL MEDICINE,2010,2014
612,OBSTETRICS & GYNECOLOGY,2015,2020
613,FAMILY MEDICINE,2009,2020
614,CARDIOVASCULAR DISEASE,2009,2016
615,PHYSICIAN ASSISTANT,2011,2020
616,INTERNAL MEDICINE,2009,2020
617,FAMILY MEDICINE,2009,2014
618,"SURGERY, GENERAL",2009,2020
619,INTERNAL MEDICINE,2012,2013
620,INTERNAL MEDICINE,2013,2018
621,HEMATOLOGY AND ONCOLOGY,2016,2020
621,HEMATOLOGY: INTERNAL MEDICINE,2009,2015
622,INTERNAL MEDICINE,2009,2020
623,FAMILY MEDICINE,2014,2020
623,INTERNAL MEDICINE,2012,2013
624,PHARMACIST,2015,2019
624,PHARMACIST PRACTITIONER,2009,2020
625,INTERNAL MEDICINE,2009,2020
626,FAMILY MEDICINE,2012,2017
626,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
626,INTERNAL MEDICINE,2009,2011
627,INTERNAL MEDICINE,2009,2009
628,INTERNAL MEDICINE,2009,2020
629,"ENDOCRINOLOGY, REPRODUCTIVE",2019,2020
629,INTERNAL MEDICINE,2013,2013
629,OBSTETRICS & GYNECOLOGY,2017,2018
630,PHYSICIAN ASSISTANT,2009,2020
631,FAMILY MEDICINE,2013,2020
632,HEMATOLOGY AND ONCOLOGY,2016,2020
632,HEMATOLOGY: INTERNAL MEDICINE,2010,2015
633,INTERNAL MEDICINE,2012,2020
634,INTERNAL MEDICINE,2012,2020
635,UROLOGY,2011,2020
636,INTERNAL MEDICINE,2009,2020
637,FAMILY MEDICINE,2009,2017
637,INTERNAL MEDICINE,2018,2019
638,INTERNAL MEDICINE,2009,2020
639,INTERNAL MEDICINE,2009,2014
639,"SURGERY, GENERAL",2015,2016
640,INTERNAL MEDICINE,2009,2010
641,INTERNAL MEDICINE,2009,2020
642,FAMILY MEDICINE,2009,2020
643,EMERGENCY MEDICINE,2009,2020
644,GASTROENTEROLOGY,2019,2020
644,INTERNAL MEDICINE,2016,2018
645,HEMATOLOGY AND ONCOLOGY,2016,2020
645,HEMATOLOGY: INTERNAL MEDICINE,2012,2015
645,"SURGERY, ONCOLOGIC",2009,2011
646,"SURGERY, GENERAL",2009,2020
647,INTERNAL MEDICINE,2010,2017
648,INTERNAL MEDICINE,2009,2020
649,ALLERGY AND IMMUNOLOGY,2016,2016
649,INTERNAL MEDICINE,2009,2015
651,FAMILY MEDICINE,2016,2017
651,INTERNAL MEDICINE,2012,2013
652,HEMATOLOGY AND ONCOLOGY,2016,2020
652,HEMATOLOGY: INTERNAL MEDICINE,2009,2015
653,FAMILY MEDICINE,2012,2012
653,INTERNAL MEDICINE,2009,2020
654,INTERNAL MEDICINE,2009,2020
655,"SURGERY, GENERAL",2010,2020
656,NURSE PRACTITIONER,2010,2020
656,REGISTERED NURSE,2009,2009
657,INTERNAL MEDICINE,2009,2020
658,INTERNAL MEDICINE,2009,2020
659,EMERGENCY MEDICINE,2009,2020
660,HEMATOLOGY AND ONCOLOGY,2016,2020
660,HEMATOLOGY: INTERNAL MEDICINE,2009,2015
661,FAMILY MEDICINE,2009,2020
662,OBSTETRICS & GYNECOLOGY,2009,2020
663,INTERNAL MEDICINE,2012,2017
663,UROLOGY,2016,2018
664,INTERNAL MEDICINE,2011,2020
665,FAMILY MEDICINE,2009,2020
666,FAMILY MEDICINE,2009,2020
667,FAMILY MEDICINE,2016,2020
667,INTERNAL MEDICINE,2012,2015
668,"SURGERY, GENERAL",2009,2020
669,PHYSICIAN ASSISTANT,2009,2020
670,FAMILY MEDICINE,2014,2020
671,INTERNAL MEDICINE,2009,2020
671,NEPHROLOGY,2018,2018
672,"SURGERY, GENERAL",2009,2018
673,PHYSICIAN ASSISTANT,2009,2020
674,ALLERGY AND IMMUNOLOGY,2012,2020
674,INTERNAL MEDICINE,2009,2011
675,INTERNAL MEDICINE,2009,2020
676,FAMILY MEDICINE,2018,2020
676,INTERNAL MEDICINE,2013,2017
677,INTERNAL MEDICINE,2013,2016
678,FAMILY MEDICINE,2009,2020
679,INTERNAL MEDICINE,2009,2013
680,HEMATOLOGY AND ONCOLOGY,2016,2020
680,HEMATOLOGY: INTERNAL MEDICINE,2009,2015
681,PULMONARY DISEASES,2009,2020
682,FAMILY MEDICINE,2009,2020
683,GASTROENTEROLOGY,2015,2016
683,HEPATOLOGY,2017,2019
684,INTERNAL MEDICINE,2012,2020
685,OBSTETRICS & GYNECOLOGY,2009,2020
686,ANESTHESIOLOGY,2009,2011
686,PEDIATRIC ANESTHESIOLOGY,2012,2015
687,FAMILY MEDICINE,2009,2020
688,INTERNAL MEDICINE,2009,2011
689,FAMILY PRACTICE - GERIATRIC MEDICINE,2019,2020
689,INTERNAL MEDICINE,2009,2018
690,INTERNAL MEDICINE,2011,2020
691,INTERNAL MEDICINE,2017,2020
692,INTERNAL MEDICINE,2011,2016
692,"SURGERY, GENERAL",2017,2020
693,INTERNAL MEDICINE,2009,2011
693,"SURGERY, GENERAL",2012,2020
694,INTERNAL MEDICINE,2012,2014
694,"SURGERY, GENERAL",2015,2015
695,FAMILY MEDICINE,2009,2020
696,FAMILY MEDICINE,2009,2020
697,"SURGERY, GENERAL",2009,2020
698,INTERNAL MEDICINE,2009,2020
699,FAMILY MEDICINE,2009,2020
700,FAMILY MEDICINE,2015,2020
700,INTERNAL MEDICINE,2011,2014
701,FAMILY MEDICINE,2010,2016
702,INTERNAL MEDICINE,2009,2016
702,PULMONARY DISEASES,2017,2020
703,NEPHROLOGY,2009,2020
704,INTERNAL MEDICINE,2009,2020
705,FAMILY MEDICINE,2009,2020
706,FAMILY MEDICINE,2009,2012
707,OBSTETRICS & GYNECOLOGY,2009,2020
708,INTERNAL MEDICINE,2010,2020
709,FAMILY MEDICINE,2009,2020
710,FAMILY MEDICINE,2009,2020
711,"SURGERY, GENERAL",2015,2017
712,INTERNAL MEDICINE,2009,2010
712,OBSTETRICS & GYNECOLOGY,2011,2020
713,HEMATOLOGY AND ONCOLOGY,2017,2020
713,HEMATOLOGY: INTERNAL MEDICINE,2016,2016
714,INTERNAL MEDICINE,2009,2011
715,GASTROENTEROLOGY,2009,2020
716,FAMILY MEDICINE,2009,2015
717,INTERNAL MEDICINE,2009,2020
718,INTERNAL MEDICINE,2011,2011
718,"SURGERY, GENERAL",2012,2012
719,INTERNAL MEDICINE,2015,2016
720,GASTROENTEROLOGY,2009,2012
721,INTERNAL MEDICINE,2010,2020
722,INTERNAL MEDICINE,2009,2020
723,HEMATOLOGY AND ONCOLOGY,2016,2020
723,HEMATOLOGY: INTERNAL MEDICINE,2009,2015
724,FAMILY MEDICINE,2012,2014
725,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
725,INTERNAL MEDICINE,2009,2017
726,GASTROENTEROLOGY,2013,2020
726,INTERNAL MEDICINE,2010,2012
727,INTERNAL MEDICINE,2010,2020
728,INTERNAL MEDICINE,2009,2011
729,INFECTIOUS DISEASES,2009,2020
730,INTERNAL MEDICINE,2009,2020
731,GASTROENTEROLOGY,2009,2020
732,INTERNAL MEDICINE,2011,2015
733,FAMILY MEDICINE,2010,2020
733,OCCUPATIONAL MEDICINE,2009,2009
734,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
734,INTERNAL MEDICINE,2009,2017
735,INTERNAL MEDICINE,2009,2020
736,GASTROENTEROLOGY,2011,2020
736,INTERNAL MEDICINE,2009,2009
737,INTERNAL MEDICINE,2013,2019
738,PHYSICIAN ASSISTANT,2009,2020
739,UROLOGY,2009,2020
740,FAMILY MEDICINE,2009,2020
741,THORACIC SURGERY,2009,2020
742,"SURGERY, GENERAL",2009,2020
743,INTERNAL MEDICINE,2009,2020
744,INTERNAL MEDICINE,2009,2020
745,FAMILY MEDICINE,2016,2020
746,INTERNAL MEDICINE,2009,2020
747,OBSTETRICS & GYNECOLOGY,2009,2020
748,INTERNAL MEDICINE,2017,2020
749,PHARMACIST,2009,2013
749,PHARMACIST PRACTITIONER,2014,2020
750,INTERNAL MEDICINE,2015,2016
752,FAMILY MEDICINE,2009,2018
753,INTERNAL MEDICINE,2009,2020
754,INTERNAL MEDICINE,2009,2020
755,INTERNAL MEDICINE,2018,2019
756,INTERNAL MEDICINE,2012,2020
757,FAMILY MEDICINE,2009,2020
758,INTERNAL MEDICINE,2009,2009
758,"SURGERY, GENERAL",2010,2012
759,FAMILY MEDICINE,2009,2018
759,INTERNAL MEDICINE,2019,2020
760,EMERGENCY MEDICINE,2009,2018
761,FAMILY MEDICINE,2009,2020
762,PULMONARY DISEASES,2009,2020
763,INTERNAL MEDICINE,2014,2017
764,FAMILY MEDICINE,2009,2020
765,FAMILY MEDICINE,2012,2017
765,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
765,INTERNAL MEDICINE,2009,2011
766,INTERNAL MEDICINE,2009,2020
767,GASTROENTEROLOGY,2009,2020
768,FAMILY MEDICINE,2009,2020
768,INTERNAL MEDICINE,2018,2019
769,FAMILY MEDICINE,2009,2020
770,FAMILY MEDICINE,2012,2020
770,OCCUPATIONAL MEDICINE,2009,2011
771,FAMILY MEDICINE,2010,2020
772,INTERNAL MEDICINE,2009,2011
773,GENERAL PRACTICE,2009,2009
773,INFECTIOUS DISEASES,2015,2016
773,INTERNAL MEDICINE,2009,2014
774,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
774,INTERNAL MEDICINE,2011,2017
775,"SURGERY, GENERAL",2009,2020
776,INTERNAL MEDICINE,2009,2020
777,EMERGENCY MEDICINE,2012,2012
777,INTERNAL MEDICINE,2013,2020
778,FAMILY MEDICINE,2015,2020
778,INTERNAL MEDICINE,2011,2014
779,EMERGENCY MEDICINE,2009,2020
779,INTERNAL MEDICINE,2016,2016
780,INTERNAL MEDICINE,2009,2019
782,REGISTERED NURSE,2009,2016
783,INTERNAL MEDICINE,2009,2020
784,INTERNAL MEDICINE,2009,2020
785,FAMILY MEDICINE,2009,2019
786,FAMILY MEDICINE,2014,2020
787,INTERNAL MEDICINE,2009,2020
787,"SURGERY, GENERAL",2016,2017
788,INTERNAL MEDICINE,2009,2018
789,PHYSICIAN ASSISTANT,2009,2020
790,GASTROENTEROLOGY,2009,2020
790,INTERNAL MEDICINE,2017,2017
791,FAMILY MEDICINE,2009,2020
792,OBSTETRICS & GYNECOLOGY,2009,2011
792,"ONCOLOGY, GYNECOLOGIC",2012,2020
793,FAMILY MEDICINE,2009,2020
794,EMERGENCY MEDICINE,2012,2020
795,INTERNAL MEDICINE,2014,2017
796,FAMILY MEDICINE,2009,2013
797,HEMATOLOGY: INTERNAL MEDICINE,2009,2011
798,INTERNAL MEDICINE,2009,2009
799,INTERNAL MEDICINE,2012,2018
799,OPHTHALMOLOGY,2019,2020
800,INTERNAL MEDICINE,2015,2016
801,FAMILY MEDICINE,2010,2020
802,INTERNAL MEDICINE,2009,2020
803,FAMILY MEDICINE,2009,2020
804,HEMATOLOGY: INTERNAL MEDICINE,2014,2015
804,INTERNAL MEDICINE,2013,2013
805,FAMILY MEDICINE,2009,2020
806,INTERNAL MEDICINE,2010,2014
807,INTERNAL MEDICINE,2009,2020
808,INTERNAL MEDICINE,2009,2020
809,INTERNAL MEDICINE,2016,2020
810,INTERNAL MEDICINE,2009,2020
811,CLINICAL GENETICS,2009,2011
811,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
811,INTERNAL MEDICINE,2012,2017
812,EMERGENCY MEDICINE,2009,2011
812,FAMILY MEDICINE,2012,2018
812,INTERNAL MEDICINE,2019,2020
813,HEMATOLOGY AND ONCOLOGY,2016,2020
813,HEMATOLOGY: INTERNAL MEDICINE,2009,2015
814,INTERNAL MEDICINE,2009,2020
815,INTERNAL MEDICINE,2009,2020
816,OBSTETRICS & GYNECOLOGY,2009,2016
817,FAMILY MEDICINE,2009,2020
818,FAMILY MEDICINE,2009,2020
819,HOSPITALIST,2018,2020
819,INTERNAL MEDICINE,2015,2018
820,INTERNAL MEDICINE,2011,2014
821,INTERNAL MEDICINE,2009,2020
822,INTERNAL MEDICINE,2009,2020
823,GASTROENTEROLOGY,2009,2020
824,INTERNAL MEDICINE,2012,2013
825,FAMILY MEDICINE,2009,2020
826,PULMONARY DISEASES,2009,2020
827,FAMILY MEDICINE,2009,2014
828,INTERNAL MEDICINE,2009,2014
828,VASCULAR & INTERVENTIONAL RADIOLOGY,2015,2020
829,INTERNAL MEDICINE,2011,2020
830,FAMILY MEDICINE,2011,2020
830,INTERNAL MEDICINE,2017,2017
831,INTERNAL MEDICINE,2009,2020
832,FAMILY MEDICINE,2009,2020
833,ANESTHESIOLOGY,2009,2020
834,INTERNAL MEDICINE,2009,2011
834,PULMONARY DISEASES,2012,2020
835,FAMILY MEDICINE,2014,2020
835,INTERNAL MEDICINE,2010,2013
836,FAMILY MEDICINE,2009,2020
837,FAMILY MEDICINE,2009,2020
838,"RADIOLOGY, BODY IMAGING",2009,2020
839,INTERNAL MEDICINE,2010,2010
840,INTERNAL MEDICINE,2009,2020
841,INTERNAL MEDICINE,2009,2011
841,RADIATION ONCOLOGY,2012,2012
842,FAMILY MEDICINE,2009,2014
843,INTERNAL MEDICINE,2012,2013
843,"RADIOLOGY, BODY IMAGING",2019,2020
844,INTERNAL MEDICINE,2009,2020
845,FAMILY MEDICINE,2012,2020
845,INTERNAL MEDICINE,2009,2011
846,INTERNAL MEDICINE,2009,2020
847,INTERNAL MEDICINE,2009,2020
848,RADIATION ONCOLOGY,2009,2020
849,FAMILY MEDICINE,2009,2020
850,INTERNAL MEDICINE,2009,2020
851,FAMILY MEDICINE,2009,2020
852,EMERGENCY MEDICINE,2009,2020
853,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
853,INTERNAL MEDICINE,2009,2017
854,FAMILY MEDICINE,2009,2020
855,FAMILY MEDICINE,2009,2020
856,"ADDICTION MEDICINE, FAMILY MEDICINE",2015,2020
856,EMERGENCY MEDICINE,2009,2014
857,INTERNAL MEDICINE,2011,2020
858,FAMILY MEDICINE,2014,2020
859,GENERAL PRACTICE,2009,2020
860,PHYSICIAN ASSISTANT,2009,2020
861,INFECTIOUS DISEASES,2009,2020
862,INTERNAL MEDICINE,2010,2015
862,UROLOGY,2016,2020
863,INTERNAL MEDICINE,2010,2011
864,EMERGENCY MEDICINE,2009,2011
865,INTERNAL MEDICINE,2009,2020
866,FAMILY MEDICINE,2009,2020
867,INTERNAL MEDICINE,2009,2017
868,GASTROENTEROLOGY,2009,2020
869,HEMATOLOGY AND ONCOLOGY,2017,2020
870,EMERGENCY MEDICINE,2009,2020
871,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2020
872,"RADIOLOGY, BODY IMAGING",2009,2014
872,VASCULAR & INTERVENTIONAL RADIOLOGY,2012,2020
873,INTERNAL MEDICINE,2009,2020
874,INTERNAL MEDICINE,2009,2020
875,FAMILY MEDICINE,2009,2016
876,GASTROENTEROLOGY,2009,2020
877,INTERNAL MEDICINE,2009,2020
878,HEMATOLOGY AND ONCOLOGY,2016,2020
878,HEMATOLOGY: INTERNAL MEDICINE,2009,2015
879,FAMILY MEDICINE,2012,2020
880,FAMILY MEDICINE,2009,2020
881,UROLOGY,2009,2020
883,FAMILY MEDICINE,2009,2020
884,FAMILY MEDICINE,2009,2020
885,FAMILY MEDICINE,2009,2020
886,INTERNAL MEDICINE,2009,2020
887,GASTROENTEROLOGY,2009,2020
888,INTERNAL MEDICINE,2009,2012
888,"SURGERY, COLON & RECTAL",2013,2020
888,"SURGERY, GENERAL",2010,2011
889,FAMILY MEDICINE,2013,2014
889,INTERNAL MEDICINE,2009,2012
891,FAMILY MEDICINE,2009,2020
892,FAMILY MEDICINE,2009,2020
893,FAMILY MEDICINE,2009,2020
894,INTERNAL MEDICINE,2009,2016
895,INTERNAL MEDICINE,2011,2020
896,INTERNAL MEDICINE,2009,2020
897,INTERNAL MEDICINE,2009,2013
898,"SURGERY, GENERAL",2009,2013
899,FAMILY MEDICINE,2009,2010
900,INTERNAL MEDICINE,2009,2020
901,GASTROENTEROLOGY,2016,2017
901,HEPATOLOGY,2018,2020
901,INTERNAL MEDICINE,2013,2015
902,PHYSICIAN ASSISTANT,2009,2020
903,FAMILY MEDICINE,2009,2018
904,HEMATOLOGY AND ONCOLOGY,2016,2020
904,HEMATOLOGY: INTERNAL MEDICINE,2009,2015
905,INTERNAL MEDICINE,2009,2020
906,"SURGERY, GENERAL",2009,2012
906,"SURGERY, GENERAL VASCULAR",2013,2020
907,"SURGERY, GENERAL",2012,2020
908,FAMILY MEDICINE,2012,2020
909,HEMATOLOGY AND ONCOLOGY,2016,2020
909,HEMATOLOGY: INTERNAL MEDICINE,2009,2015
910,INTERNAL MEDICINE,2013,2020
911,"ENDOCRINOLOGY, DIABETES & METABOLISM",2009,2020
912,INTERNAL MEDICINE,2009,2011
912,PULMONARY DISEASES,2012,2020
913,GASTROENTEROLOGY,2010,2020
913,INTERNAL MEDICINE - CRITICAL CARE MEDICINE,2009,2009
914,FAMILY MEDICINE,2009,2013
915,INTERNAL MEDICINE,2009,2020
916,INTERNAL MEDICINE,2009,2012
917,INTERNAL MEDICINE,2018,2020
918,INTERNAL MEDICINE,2009,2020
919,FAMILY MEDICINE,2009,2020
920,INTERNAL MEDICINE,2009,2020
921,FAMILY MEDICINE,2015,2020
922,INTERNAL MEDICINE,2009,2014
922,RADIATION ONCOLOGY,2017,2020
923,FAMILY MEDICINE,2012,2020
923,INTERNAL MEDICINE,2009,2011
924,FAMILY MEDICINE,2014,2015
924,GENERAL PRACTICE,2009,2012
924,INTERNAL MEDICINE,2016,2020
925,INTERNAL MEDICINE,2009,2020
926,INTERNAL MEDICINE,2009,2009
927,FAMILY MEDICINE,2010,2020
928,UROLOGY,2009,2020
929,FAMILY PRACTICE - GERIATRIC MEDICINE,2019,2020
929,INTERNAL MEDICINE,2014,2018
930,GASTROENTEROLOGY,2009,2020
931,ANESTHESIOLOGY,2009,2020
931,"SURGERY, GENERAL",2012,2013
932,"SURGERY, GENERAL",2009,2020
933,PHYSICIAN ASSISTANT,2009,2019
934,FAMILY MEDICINE,2009,2011
934,INTERNAL MEDICINE,2012,2020
935,FAMILY MEDICINE,2009,2019
936,NURSE PRACTITIONER,2009,2020
937,"SURGERY, GENERAL",2009,2020
938,HEMATOLOGY AND ONCOLOGY,2016,2016
938,HEMATOLOGY: INTERNAL MEDICINE,2009,2011
938,INTERNAL MEDICINE,2015,2015
939,OBSTETRICS & GYNECOLOGY,2009,2020
940,HEPATOLOGY,2009,2020
941,EMERGENCY MEDICINE,2010,2018
942,INTERNAL MEDICINE,2009,2020
943,FAMILY MEDICINE,2009,2020
944,INTERNAL MEDICINE,2009,2020
945,"SURGERY, GENERAL",2010,2020
946,FAMILY MEDICINE,2009,2020
947,INTERNAL MEDICINE,2009,2020
948,FAMILY MEDICINE,2009,2020
949,INTERNAL MEDICINE,2009,2020
950,FAMILY MEDICINE,2009,2020
951,PHYSICIAN ASSISTANT,2009,2020
952,PHYSICIAN ASSISTANT,2009,2020
953,INTERNAL MEDICINE,2009,2020
954,FAMILY MEDICINE,2009,2020
955,FAMILY MEDICINE,2009,2020
956,FAMILY MEDICINE,2013,2020
957,INTERNAL MEDICINE,2009,2012
958,HEMATOLOGY AND ONCOLOGY,2016,2020
958,HEMATOLOGY: INTERNAL MEDICINE,2009,2015
959,INTERNAL MEDICINE,2015,2016
960,GENERAL PRACTICE,2009,2012
961,EMERGENCY MEDICINE,2009,2020
962,INTERNAL MEDICINE,2014,2019
962,"SURGERY, GENERAL",2020,2020
963,INTERNAL MEDICINE,2009,2020
964,FAMILY MEDICINE,2009,2019
965,FAMILY MEDICINE,2013,2017
965,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
965,INTERNAL MEDICINE,2009,2012
966,GASTROENTEROLOGY,2011,2020
966,INTERNAL MEDICINE,2009,2010
967,FAMILY MEDICINE,2009,2020
968,FAMILY MEDICINE,2009,2020
969,GENERAL PRACTICE,2009,2013
970,FAMILY MEDICINE,2012,2020
971,FAMILY MEDICINE,2012,2012
971,INTERNAL MEDICINE,2009,2011
972,INTERNAL MEDICINE,2010,2014
972,"SURGERY, COLON & RECTAL",2016,2020
972,"SURGERY, GENERAL",2015,2015
973,INTERNAL MEDICINE,2015,2020
974,"SURGERY, GENERAL",2009,2020
975,INTERNAL MEDICINE,2009,2020
976,FAMILY MEDICINE,2009,2020
977,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
977,INTERNAL MEDICINE,2009,2017
978,INTERNAL MEDICINE,2014,2019
979,FAMILY MEDICINE,2009,2019
980,EMERGENCY MEDICINE,2009,2020
981,FAMILY MEDICINE,2009,2020
982,INTERNAL MEDICINE,2017,2018
983,HEMATOLOGY AND ONCOLOGY,2019,2020
984,HEMATOLOGY AND ONCOLOGY,2016,2020
984,HEMATOLOGY: INTERNAL MEDICINE,2012,2015
984,INTERNAL MEDICINE,2009,2011
985,FAMILY MEDICINE,2009,2020
986,FAMILY MEDICINE,2009,2020
987,FAMILY MEDICINE,2009,2020
988,INTERNAL MEDICINE,2009,2018
989,INTERNAL MEDICINE,2009,2020
990,PLASTIC & RECONSTRUCTIVE SURGERY,2009,2020
991,FAMILY MEDICINE,2014,2020
991,INTERNAL MEDICINE,2010,2013
992,FAMILY MEDICINE,2009,2016
993,"SURGERY, GENERAL",2009,2020
994,HEMATOLOGY AND ONCOLOGY,2016,2020
994,HEMATOLOGY: INTERNAL MEDICINE,2011,2015
995,FAMILY MEDICINE,2012,2020
996,FAMILY MEDICINE,2009,2020
997,INTERNAL MEDICINE,2012,2016
998,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2020
999,FAMILY MEDICINE,2012,2020
1000,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
1000,INTERNAL MEDICINE,2009,2017
1001,FAMILY MEDICINE,2016,2016
1001,INTERNAL MEDICINE,2012,2015
1002,FAMILY MEDICINE,2009,2020
1003,INTERNAL MEDICINE,2009,2020
1004,INTERNAL MEDICINE,2009,2020
1005,INTERNAL MEDICINE,2009,2020
1006,GASTROENTEROLOGY,2009,2020
1007,INTERNAL MEDICINE,2009,2020
1008,FAMILY MEDICINE,2009,2020
1009,INTERNAL MEDICINE,2014,2017
