physid,birth_yr,employment_yr,termination_yr,female,ETHNICITY,JOB_TITLE,firstencyr,lastencyr,encyrs,PATCT,patperyr
309,1972,2010,2018,1,WHITE,FAMILY PRACTICE SPECIALIST,2010,2018,9,9432,1048
310,1970,2001,,0,ASIAN,INTERNIST,2005,2020,16,10174,635.875
311,1984,2013,2014,1,WHITE,RESIDENT PHYSICIAN,2013,2014,2,60,30
312,1971,2007,,1,BLACK,FAMILY PRACTICE SPECIALIST,2007,2020,14,15894,1135.2857143
313,1984,2014,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2012,2020,9,7403,822.55555556
314,1950,2005,2015,0,WHITE,PHYSICIAN AST II,2007,2015,9,8870,985.55555556
315,1956,1981,2019,1,WHITE,NURSE PRACTITIONER Y2,2004,2019,16,24130,1508.125
316,1975,2007,,1,ASIAN,RADIATION ONCOLOGIST,2009,2020,12,3259,271.58333333
317,1954,1984,,1,BLACK,FAMILY PRACTICE SPECIALIST,2004,2019,16,7188,449.25
318,1978,2014,,1,,,2013,2013,1,43,43
319,1946,1975,2014,1,WHITE,GENERAL SURGEON,2004,2012,9,2704,300.44444444
320,1967,2001,,1,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2004,2020,17,2787,163.94117647
321,1985,2016,,1,ASIAN,RESIDENT PHYSICIAN,2016,2019,4,97,24.25
322,1987,2019,,1,WHITE,,2013,2018,6,212,35.333333333
323,1959,1991,,0,WHITE,IM ONCOLOGY AND HEMATOLOGY,2004,2020,17,4980,292.94117647
324,1952,1979,2018,0,WHITE,PULMONOLOGIST,2004,2017,14,3126,223.28571429
325,1947,1985,2016,0,WHITE,GENERAL SURGEON,2004,2016,13,7882,606.30769231
326,1963,1996,,0,ASIAN,GASTROENTEROLOGIST,2004,2020,17,11956,703.29411765
327,1960,1988,,0,WHITE,SURGERY GENERAL,2004,2019,16,2306,144.125
328,1972,2006,,1,ASIAN,INTERNIST,2006,2020,15,7030,468.66666667
329,1971,2012,,1,ASIAN,INTERNIST,2012,2020,9,7695,855
330,1961,1997,,0,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2004,2020,17,3503,206.05882353
331,1973,2010,2017,1,ASIAN,GASTROENTEROLOGIST,2010,2017,8,9154,1144.25
332,1968,2006,,0,ASIAN,IM HOSPITALIST,2006,2020,15,251,16.733333333
333,1971,2006,,0,HISPAN,INTERNIST,2006,2020,15,5444,362.93333333
334,1980,,2015,0,,,2015,2015,1,5,5
335,1963,1998,,1,WHITE,URGENT CARE SPECIALIST,2015,2020,6,1746,291
336,1963,2007,,0,ASIAN,RHEUMATOLOGIST,2007,2020,14,5102,364.42857143
337,1971,2004,,1,ASIAN,NEPHROLOGIST,2004,2020,17,2544,149.64705882
338,1968,2003,2015,1,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2004,2015,12,2124,177
339,1984,2018,,0,HISPAN,FAMILY PRACTICE SPECIALIST,2016,2020,5,3046,609.2
340,1968,1998,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,16128,948.70588235
341,1968,2006,,0,HISPAN,IM ONCOLOGY AND HEMATOLOGY,2006,2020,15,4050,270
342,1978,2013,,0,ASIAN,GASTROENTEROLOGIST,2013,2020,8,5675,709.375
343,1958,1993,,1,WHITE,NURSE PRACTITIONER Y2,2004,2020,17,13836,813.88235294
344,1973,2011,,0,WHITE,SURGICAL ONCOLOGIST,2011,2020,10,2896,289.6
345,1946,1973,,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,19245,1132.0588235
346,1976,2005,,0,HISPAN,FAMILY PRACTICE SPECIALIST,2005,2020,16,22574,1410.875
347,1979,2011,,0,ASIAN,GASTROENTEROLOGIST,2011,2020,10,8879,887.9
348,1959,1991,,0,ASIAN,GASTROENTEROLOGY,2004,2020,17,2333,137.23529412
349,1981,2017,,1,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2017,2019,3,1103,367.66666667
350,1971,1997,,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,10483,616.64705882
351,1965,2009,,1,BLACK,OBSTETRICIAN GYNECOLOGIST,2009,2020,12,7151,595.91666667
352,1961,2012,2014,0,ASIAN,INTERNIST,2012,2014,3,4090,1363.3333333
353,1957,1984,,0,WHITE,INTERNIST,2004,2020,17,8981,528.29411765
354,1965,1997,,1,HISPAN,INTERNIST,2004,2020,17,11645,685
355,1959,1987,2017,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2017,14,11181,798.64285714
356,1968,1998,,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,19620,1154.1176471
357,1970,2010,,1,WHITE,INTERNIST,2010,2020,11,9709,882.63636364
358,1987,2017,,0,WHITE,EMERGENTOLOGIST,,,,,
359,1961,1993,,1,HISPAN,INTERNIST,2004,2020,17,4947,291
360,1967,2012,,0,ASIAN,"GERIATRICS,PALLIATIVE&CONTCARE",2012,2020,9,7887,876.33333333
361,1966,2011,,1,WHITE,PHYSICIAN ASST II,2011,2020,10,3349,334.9
362,1982,2010,,1,ASIAN,IM HOSPITALIST,,,,,
363,1971,2006,,1,WHITE,INTERNIST,2006,2020,15,9329,621.93333333
364,1975,2018,2019,0,ASIAN,URGENT CARE SPECIALIST,2011,2018,8,235,29.375
365,1974,2004,,1,ASIAN,INTERNIST,2004,2020,17,11220,660
366,1968,2007,,0,WHITE,GENERAL SURGEON,2013,2020,8,1906,238.25
367,1976,2006,2018,1,ASIAN,INTERNIST,2006,2017,12,4109,342.41666667
368,1958,1999,2018,1,WHITE,PHYSICIAN ASST,2004,2018,15,7765,517.66666667
369,1977,2010,,1,HISPAN,OBSTETRICIAN GYNECOLOGIST,2007,2020,14,6854,489.57142857
370,1969,2010,2013,0,ASIAN,INTERNIST,,,,,
371,1975,2008,,1,ASIAN,IM HOSPITALIST,,,,,
372,1975,2008,,1,WHITE,GENERAL SURGEON,2004,2019,16,7691,480.6875
373,1967,1999,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,11885,699.11764706
374,1969,2010,,0,ASIAN,IM HOSPITALIST,2010,2015,6,6362,1060.3333333
375,1977,2009,,1,ASIAN,"GERIATRICS,PALLIATIVE&CONTCARE",2006,2019,14,3694,263.85714286
376,1947,1988,2012,0,AMINDN,PHYSICIAN AST II,2004,2012,9,14539,1615.4444444
377,1956,1998,,0,ASIAN,GASTROENTEROLOGIST,2004,2020,17,12885,757.94117647
378,1980,2010,2014,1,ASIAN,INTERNIST,,,,,
379,1982,2008,2011,1,ASIAN,,2008,2011,4,368,92
380,1957,2002,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,10332,607.76470588
381,1975,2009,,0,WHITE,COLORECTAL SURGEON,2009,2020,12,3917,326.41666667
382,1983,2014,2015,0,ASIAN,GENERAL SURGEON,2009,2014,6,677,112.83333333
383,1985,2015,,0,WHITE,IM HOSPITALIST,,,,,
384,1961,1988,,0,BLACK,INTERNIST,2004,2020,17,35780,2104.7058824
385,1966,2008,,0,WHITE,FAMILY PRACTICE SPECIALIST,2008,2020,13,9858,758.30769231
386,1976,2011,2014,0,ASIAN,GENERAL SURGEON,2011,2014,4,1951,487.75
387,1967,1998,,1,ASIAN,GENERAL SURGEON,2004,2020,17,3764,221.41176471
388,1954,1989,,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,16336,960.94117647
389,1982,2015,,0,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2011,2020,10,1552,155.2
390,1967,2004,,1,BLACK,INTERNAL MEDICINE PHYSICIAN,2004,2014,11,1468,133.45454545
391,1972,2005,,0,,GASTROENTEROLOGIST,2005,2020,16,12138,758.625
392,1976,2007,,1,HISPAN,FAMILY PRACTICE SPECIALIST,2006,2020,15,15882,1058.8
393,1973,2011,,0,BLACK,PHYSICIAN ASST II,2011,2020,10,4300,430
394,1985,2016,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2016,2020,5,8573,1714.6
395,1955,1987,2017,0,ASIAN,INTERNIST,2004,2016,13,24640,1895.3846154
396,1962,1990,,0,ASIAN,GENERAL SURGEON,2004,2020,17,8819,518.76470588
397,1948,1984,2014,1,WHITE,NURSE PRACTITIONER Y2,2004,2009,6,4465,744.16666667
398,1964,1997,,0,ASIAN,COLORECTAL SURGEON,2004,2020,17,4013,236.05882353
399,1989,2019,,0,WHITE,GENERAL SURGEON,,,,,
400,1986,2013,2014,0,HISPAN,RESIDENT PHYSICIAN,2013,2014,2,86,43
401,1967,2015,,0,ASIAN,IM HOSPITALIST,2015,2020,6,80,13.333333333
402,1957,1987,2016,1,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2015,12,5714,476.16666667
403,1973,2015,,1,BLACK,,,,,,
404,1979,2014,,0,WHITE,,2009,2010,2,285,142.5
405,1985,2014,2018,0,WHITE,,2011,2017,7,717,102.42857143
406,1961,2001,,1,WHITE,SURGERY GENERAL,2004,2020,17,5149,302.88235294
407,1968,1998,,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,12265,721.47058824
408,1975,2013,2016,0,ASIAN,GENERAL SURGEON,2013,2016,4,1916,479
409,1977,2008,2008,0,,,2006,2008,3,446,148.66666667
410,1965,1995,,0,ASIAN,INTERNIST,2004,2020,17,14055,826.76470588
411,1980,2010,2014,0,,,2010,2013,4,2020,505
412,1971,2000,,1,ASIAN,GENERAL SURGEON,2004,2020,17,7206,423.88235294
413,1960,1988,,0,HISPAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,27258,1603.4117647
414,1973,2007,,1,HISPAN,"GERIATRICS,PALLIATIVE&CONTCARE",,,,,
415,1983,2015,2017,1,WHITE,IM HOSPITALIST,,,,,
416,1965,1995,,0,BLACK,PHYSICIAN ASST II,2004,2020,17,6195,364.41176471
417,1948,1977,2018,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2013,10,7486,748.6
418,1979,2009,,1,ASIAN,IM HOSPITALIST,2006,2018,13,484,37.230769231
419,1973,2015,,1,ASIAN,GASTROENTEROLOGIST,2015,2020,6,7536,1256
420,1984,2016,,1,WHITE,RESIDENT PHYSICIAN,2016,2019,4,398,99.5
421,1967,1998,,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,10278,604.58823529
422,1972,2006,,1,ASIAN,INTERNIST,2006,2020,15,14948,996.53333333
423,1989,2016,,0,ASIAN,RESIDENT PHYSICIAN,2016,2020,5,91,18.2
424,1956,1989,,0,WHITE,EMERGENTOLOGIST,,,,,
425,1954,1998,2015,0,WHITE,PRIMARY CARE/EM,2005,2014,10,1428,142.8
426,1976,2004,,0,WHITE,SURGERY - BARIATRIC,2004,2020,17,5336,313.88235294
427,1973,2005,,1,ASIAN,GASTROENTEROLOGIST,2005,2020,16,12002,750.125
428,1972,2006,,0,ASIAN,RADIOLOGIST INTERVENT,,,,,
429,1974,2009,2014,0,WHITE,INTERNIST,2009,2009,1,1413,1413
430,1960,2002,,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,16989,999.35294118
431,1981,2012,,0,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2011,2020,10,2605,260.5
432,1983,2014,,0,ASIAN,IM HOSPITALIST,2011,2020,10,482,48.2
433,1948,1991,,1,WHITE,INTERNIST,2004,2019,16,14424,901.5
434,1954,2008,,0,BLACK,GASTROENTEROLOGIST,2008,2020,13,11216,862.76923077
435,1963,1995,2015,1,HISPAN,FAMILY PRACTICE SPECIALIST,2004,2012,9,8163,907
436,1977,2010,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2010,2020,11,13336,1212.3636364
437,1976,2008,,1,ASIAN,IM HOSPITALIST,2008,2011,4,2742,685.5
438,1975,2011,,1,ASIAN,IM HOSPITALIST,,,,,
439,1968,2004,,0,WHITE,GENERAL SURGEON,2006,2020,15,4143,276.2
440,1946,1998,2015,0,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2004,2015,12,3001,250.08333333
441,1970,2006,,0,WHITE,FAMILY PRACTICE SPECIALIST,2006,2020,15,32619,2174.6
442,1969,1995,,0,ASIAN,IM HOSPITALIST,2005,2020,16,925,57.8125
443,1959,1988,,0,BLACK,GENERAL SURGEON,2004,2018,15,5873,391.53333333
444,1976,,2013,0,,,2012,2013,2,26,13
445,1979,2006,,1,WHITE,IM HOSPITALIST,,,,,
446,1985,2016,,1,WHITE,FAMILY PRACTICE SPECIALIST,2016,2020,5,9400,1880
447,1982,2013,2016,0,WHITE,GENERAL SURGEON,2011,2016,6,475,79.166666667
448,1981,2012,,1,WHITE,INTERNIST,2012,2020,9,8282,920.22222222
449,1971,2011,,0,WHITE,,2010,2010,1,42,42
450,1984,2019,2019,0,WHITE,IM ONCOLOGY AND HEMATOLOGY,2019,2019,1,585,585
451,1969,2007,,0,ASIAN,"GERIATRICS,PALLIATIVE&CONTCARE",2007,2019,13,1442,110.92307692
452,1966,2010,,1,WHITE,FAMILY PRACTICE SPECIALIST,2006,2020,15,16954,1130.2666667
453,1974,2008,2013,1,,DERMATOLOGIST,2008,2013,6,8743,1457.1666667
454,1974,2013,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2013,2020,8,8201,1025.125
455,1958,2001,,0,ASIAN,FM CONTINUING CARE,,,,,
456,1959,1993,,0,WHITE,NEPHROLOGIST,2004,2020,17,2453,144.29411765
457,1984,2015,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2015,2020,6,7679,1279.8333333
458,1954,1987,2018,0,ASIAN,INTERNIST,2004,2017,14,15868,1133.4285714
459,1981,,2013,1,,,,,,,
460,1984,2013,,0,WHITE,FAMILY PRACTICE SPECIALIST,2013,2020,8,7278,909.75
461,1982,2011,,0,ASIAN,IM HOSPITALIST,,,,,
462,1972,2011,,1,WHITE,GENERAL SURGEON,2007,2020,14,5425,387.5
463,1967,1998,,0,WHITE,INTERNIST,2006,2020,15,8952,596.8
464,1967,2004,2009,0,WHITE,SURGICAL ONCOLOGIST,2004,2008,5,1321,264.2
465,1961,2006,,0,WHITE,FAMILY PRACTICE SPECIALIST,2006,2020,15,14729,981.93333333
466,1970,2002,2019,1,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2018,15,17733,1182.2
467,1969,2006,,0,HISPAN,FAMILY PRACTICE SPECIALIST,2006,2020,15,14501,966.73333333
468,1983,2011,,1,WHITE,FAMILY PRACTICE SPECIALIST,2009,2020,12,11455,954.58333333
469,1949,1991,2018,0,WHITE,GASTROENTEROLOGIST,2004,2017,14,17047,1217.6428571
470,1976,2014,,0,WHITE,IM ONCOLOGY AND HEMATOLOGY,2014,2020,7,1824,260.57142857
471,1979,2008,,0,WHITE,COLORECTAL SURGEON,2007,2020,14,3961,282.92857143
472,1970,2005,,1,BLACK,INTERNIST,2005,2020,16,12760,797.5
473,1973,2008,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2008,2020,13,19061,1466.2307692
474,1970,2007,,1,ASIAN,GASTROENTEROLOGIST,2007,2020,14,10144,724.57142857
475,1948,1977,,0,WHITE,EMERGENTOLOGIST,2005,2017,13,2791,214.69230769
476,1964,1997,,0,ASIAN,INTERNIST,2004,2020,17,11665,686.17647059
477,1967,1997,,1,WHITE,PULMONOLOGIST,2004,2020,17,2166,127.41176471
478,1982,2015,,1,ASIAN,,2011,2011,1,7,7
479,1975,2018,,1,ASIAN,,2013,2015,3,4211,1403.6666667
480,1953,1981,2019,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2019,16,20972,1310.75
481,1978,2010,,1,ASIAN,GENERAL SURGEON,2010,2020,11,6059,550.81818182
482,1969,2019,,0,WHITE,IM ONCOLOGY AND HEMATOLOGY,2019,2020,2,623,311.5
483,1987,,,1,,,2017,2020,4,303,75.75
484,1967,1996,,1,ASIAN,IM HOSPITALIST,2005,2005,1,72,72
485,1981,2011,2016,1,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2012,2016,5,1607,321.4
486,1983,,2018,0,,,2017,2018,2,752,376
487,1962,1989,,0,WHITE,"GERIATRICS,PALLIATIVE&CONTCARE",2004,2020,17,7159,421.11764706
488,1960,1988,,0,ASIAN,IM HOSPITALIST,,,,,
489,1976,2008,,1,WHITE,INTERNIST,2008,2020,13,8674,667.23076923
490,1967,2009,,1,ASIAN,GYNECOLOGIC ONCOLOGIST,2009,2020,12,2301,191.75
491,1974,2004,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,11061,650.64705882
492,1956,1993,,1,WHITE,HEPATOLOGIST,2004,2020,17,4113,241.94117647
493,1975,2003,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,20806,1223.8823529
494,1961,1989,,0,WHITE,INTERNIST,2004,2020,17,4009,235.82352941
495,1973,2013,2017,1,ASIAN,INTERNIST,2013,2017,5,4902,980.4
496,1985,2014,,1,WHITE,INTERNIST,2014,2020,7,5101,728.71428571
497,1971,2006,,1,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2006,2020,15,4949,329.93333333
498,1976,2006,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,17205,1012.0588235
499,1957,1984,,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,22677,1333.9411765
500,1976,2007,,1,ASIAN,INTERNIST,2007,2020,14,4963,354.5
501,1970,2000,,0,ASIAN,SURGERY VASCULAR,2004,2018,15,5312,354.13333333
502,1969,2000,,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,14356,844.47058824
503,1973,2004,,0,WHITE,INTERNIST,2004,2020,17,17277,1016.2941176
504,1967,1994,,1,ASIAN,IM HOSPITALIST,2004,2020,17,10509,618.17647059
505,1960,1998,,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,11002,647.17647059
506,1954,1983,,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,14673,863.11764706
507,1979,2017,,0,WHITE,,2008,2017,10,3632,363.2
508,1978,2010,,1,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2010,2020,11,3606,327.81818182
509,1952,1983,,0,WHITE,INTERNIST,2004,2019,16,22955,1434.6875
510,1980,2015,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2015,2020,6,11057,1842.8333333
511,1973,2003,,1,ASIAN,INTERNIST,2004,2020,17,15981,940.05882353
512,1978,2015,2018,1,WHITE,FAMILY PRACTICE SPECIALIST,2015,2018,4,6891,1722.75
513,1956,1988,,1,WHITE,GENERAL SURGEON,2004,2020,17,6176,363.29411765
514,1973,2005,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2005,2020,16,15699,981.1875
515,1981,2015,,1,ASIAN,,2009,2015,7,976,139.42857143
516,1970,2010,,0,ASIAN,EMERGENTOLOGIST,,,,,
517,1961,2008,,0,WHITE,IM ENDOCRINOLOGY,2008,2020,13,7406,569.69230769
518,1974,2014,,0,ASIAN,GASTROENTEROLOGIST,2014,2020,7,5760,822.85714286
519,1981,,2013,1,,,2012,2013,2,159,79.5
520,1969,2006,,1,WHITE,IM ONCOLOGY AND HEMATOLOGY,2006,2020,15,2517,167.8
521,1944,1985,2017,0,BLACK,THORACIC SURGEON,2004,2013,10,4114,411.4
522,1977,2009,2012,0,ASIAN,INTERNIST,,,,,
523,1967,1997,,0,ASIAN,GENERAL SURGEON,2004,2020,17,9688,569.88235294
524,1974,2008,,0,WHITE,OBSTETRICIAN GYNECOLOGIST,2007,2020,14,7537,538.35714286
525,1973,2004,,1,HISPAN,OBSTETRICIAN GYNECOLOGIST,2004,2020,17,10721,630.64705882
526,1966,1995,,1,WHITE,PHYSICIAN ASST II,2007,2020,14,6283,448.78571429
527,1964,1991,,0,ASIAN,INTERNIST,2004,2020,17,5114,300.82352941
528,1957,1985,,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2019,16,8136,508.5
529,1972,2002,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,15124,889.64705882
530,1969,2002,,0,WHITE,INTERNIST,2004,2020,17,25773,1516.0588235
531,1979,2012,,1,WHITE,IM HOSPITALIST,,,,,
532,1948,1983,,0,WHITE,INTERNIST,,,,,
533,1957,2004,,1,WHITE,FAMILY PRACTICE SPECIALIST,2005,2020,16,18536,1158.5
534,1984,2015,,1,HISPAN,,2012,2015,4,1765,441.25
535,1969,2009,2010,0,BLACK,,2009,2010,2,400,200
536,1986,2016,,1,,INTERNIST,2016,2020,5,5976,1195.2
537,1977,2013,2015,0,ASIAN,,2013,2014,2,331,165.5
538,1964,1997,,0,ASIAN,INTERNIST,2005,2005,1,11,11
539,1951,1998,,0,ASIAN,COLORECTAL SURGEON,2004,2020,17,7571,445.35294118
540,1978,2011,2014,1,WHITE,INTERNIST,2011,2014,4,2873,718.25
541,1977,2007,,1,ASIAN,INTERNIST,2007,2020,14,6882,491.57142857
542,1978,2010,,0,ASIAN,GENERAL SURGEON,2010,2020,11,5712,519.27272727
543,1977,2003,,1,ASIAN,AMB CARE PHARMACIST,2006,2012,7,248,35.428571429
544,1973,2002,,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,18956,1115.0588235
545,1977,2008,,1,WHITE,OBSTETRICIAN GYNECOLOGIST,2006,2020,15,7079,471.93333333
546,1975,2007,,1,ASIAN,INTERNIST,2007,2020,14,10020,715.71428571
547,1969,2001,,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,11682,687.17647059
548,1971,2010,2015,1,BLACK,FAMILY PRACTICE SPECIALIST,2010,2013,4,5964,1491
549,1978,2010,2016,0,WHITE,FAMILY PRACTICE SPECIALIST,2007,2015,9,11198,1244.2222222
550,1968,2001,,0,HISPAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,15805,929.70588235
551,1979,2010,2013,1,HISPAN,OBSTETRICIAN GYNECOLOGIST,2007,2011,5,1086,217.2
552,1959,2000,,0,ASIAN,INTERNIST,2004,2020,17,14186,834.47058824
553,1960,1999,2016,0,WHITE,GENERAL SURGEON,2004,2016,13,7361,566.23076923
554,1967,1997,,0,WHITE,GASTROENTEROLOGIST,2004,2020,17,13951,820.64705882
555,1961,1996,2019,0,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2019,16,8255,515.9375
556,1973,2004,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,11433,672.52941176
557,1981,2015,,1,WHITE,,2010,2014,5,659,131.8
558,1987,2016,,0,WHITE,UROLOGIST,2013,2019,7,641,91.571428571
559,1971,2004,2012,0,ASIAN,GASTROENTEROLOGIST,2004,2012,9,3645,405
560,1964,2005,2016,1,WHITE,RADIOLOGIST INTERVENT,,,,,
561,1975,2007,,0,ASIAN,IM HOSPITALIST,,,,,
562,1972,2000,,0,HISPAN,FAMILY MEDICINE,2004,2020,17,12532,737.17647059
563,1971,2005,,1,WHITE,SURGICAL ONCOLOGIST,2005,2020,16,4266,266.625
564,1960,1993,,0,WHITE,GENERAL SURGEON,2004,2020,17,4668,274.58823529
565,1971,2000,,0,ASIAN,IM HOSPITALIST,,,,,
566,1957,1986,2018,1,WHITE,INTERNIST,2004,2017,14,11123,794.5
567,1958,2002,,0,WHITE,GENERAL SURGEON,2004,2020,17,7317,430.41176471
568,1967,1994,,0,WHITE,,2004,2014,11,8160,741.81818182
569,1969,2010,2011,0,,,,,,,
570,1984,2014,2019,0,WHITE,RESIDENT PHYSICIAN,2014,2019,6,147,24.5
571,1982,2014,2018,1,WHITE,OBSTETRICIAN GYNECOLOGIST,2010,2018,9,4589,509.88888889
572,1971,2004,,1,HISPAN,INTERNIST,2004,2020,17,7203,423.70588235
573,1960,1987,,0,ASIAN,EMERGENTOLOGIST,2006,2017,12,194,16.166666667
574,1982,2014,2015,0,AMINDN,INTERNIST,2012,2015,4,397,99.25
575,1950,1983,,1,WHITE,INTERNIST,2004,2017,14,5075,362.5
576,1955,2006,2009,0,ASIAN,GASTROENTEROLOGIST,2006,2009,4,2714,678.5
577,1985,2017,,1,ASIAN,GENERAL SURGEON,2012,2020,9,1961,217.88888889
578,1969,2011,,0,ASIAN,INTERNIST,2011,2020,10,10493,1049.3
579,1980,2011,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2011,2020,10,16903,1690.3
580,1984,2013,,0,ASIAN,URGENT CARE SPECIALIST,2011,2020,10,13279,1327.9
581,1967,1997,,0,HISPAN,THORACIC SURGEON,2004,2020,17,6005,353.23529412
582,1978,2011,,1,HISPAN,FAMILY PRACTICE SPECIALIST,2011,2020,10,10400,1040
583,1980,2009,2014,1,WHITE,GENERAL SURGEON,2009,2013,5,219,43.8
584,1974,2008,2011,0,ASIAN,GENERAL SURGEON,2008,2011,4,1316,329
585,1957,2009,2019,0,WHITE,FAMILY PRACTICE SPECIALIST,2009,2019,11,10273,933.90909091
586,1978,2012,,0,WHITE,PULMONOLOGIST,2012,2020,9,3174,352.66666667
587,1989,2019,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2016,2020,5,3251,650.2
588,1965,1998,,0,HISPAN,INTERNIST,2004,2020,17,7711,453.58823529
589,1974,2009,,1,ASIAN,IM HOSPITALIST,,,,,
590,1975,2004,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,20950,1232.3529412
591,1962,2006,,0,WHITE,URGENT CARE SPECIALIST,2006,2020,15,45906,3060.4
592,1979,2015,,1,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2015,2020,6,2191,365.16666667
593,1975,2005,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,16873,992.52941176
594,1977,2006,,0,ASIAN,RADIATION ONCOLOGIST,2007,2020,14,6360,454.28571429
595,1976,2005,,1,HISPAN,FAMILY PRACTICE SPECIALIST,2005,2020,16,13316,832.25
596,,,2006,0,,,,,,,
597,1977,,2012,0,,,2005,2009,5,839,167.8
598,1949,1987,,1,WHITE,IM HOSPITALIST,2004,2008,5,3198,639.6
599,1975,2007,,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,14793,870.17647059
600,1979,2012,2014,1,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2010,2014,5,1690,338
601,1975,2007,,1,ASIAN,INTERNIST,2007,2020,14,6347,453.35714286
602,1962,1993,,0,WHITE,GENERAL SURGEON,2004,2020,17,9986,587.41176471
603,1966,1997,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,16965,997.94117647
604,1967,1997,,0,HISPAN,PHYSICIAN AST II,2004,2020,17,23509,1382.8823529
605,1962,2009,,0,WHITE,INTERNIST,2009,2020,12,10648,887.33333333
606,1968,2000,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,12123,713.11764706
607,1978,2004,2013,1,ASIAN,INTERNIST,2004,2012,9,3450,383.33333333
608,1957,,,0,WHITE,,2004,2019,16,27612,1725.75
609,1963,1991,,0,HISPAN,IM HOSPITALIST,2004,2008,5,5387,1077.4
610,1976,2007,,0,WHITE,FAMILY PRACTICE SPECIALIST,2007,2020,14,17486,1249
611,1969,2007,2014,0,ASIAN,FM CONTINUING CARE,2007,2008,2,2600,1300
612,1983,2014,,1,WHITE,OBSTETRICIAN GYNECOLOGIST,2010,2020,11,5273,479.36363636
613,1955,2007,,0,WHITE,FAMILY PRACTICE SPECIALIST,2007,2020,14,13642,974.42857143
614,1933,1972,2016,0,ASIAN,CARDIOLOGIST,2004,2016,13,33530,2579.2307692
615,1968,2011,,1,ASIAN,PHYSICIAN ASST II,2011,2020,10,4095,409.5
616,1968,2007,,1,WHITE,INTERNIST,2007,2020,14,13761,982.92857143
617,1949,1984,2014,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2014,11,17198,1563.4545455
618,1951,1979,,0,WHITE,GENERAL SURGEON,2004,2020,17,10027,589.82352941
619,1986,2012,2013,1,ASIAN,RESIDENT PHYSICIAN,2012,2013,2,132,66
