physid,MSOC_SCHL_SPCLT_TX,MSOC_DGR_ERN_TX,MSOC_TYP_TX,MSOC_YR_RCVD_TX,MSOC_BRD_NM,MSOC_CERT_YR_TX
337,Internal Medicine,,Residency,2001,American Board of Internal Medicine,2001
337,Nephrology,,Fellowship,2003,American Board of Internal Medicine,2003
338,,MD,Medical Education,1995,American Board of Internal Medicine,1998
338,Internal Medicine,,Internship,1996,American Board of Internal Medicine,2002
339,,MD,Medical Education,2016,,
340,,MD,Medical Education,1996,American Board of Family Medicine,2000
340,Sports Medicine,,Fellowship,2006,American Board of Family Medicine,2006
341,,MD,Medical Education,1994,American Board of Internal Medicine,2002
341,Hematology and Oncology,,Fellowship,2002,American Board of Internal Medicine,2002
341,Internal Medicine,,Residency,1999,American Board of Internal Medicine,1999
342,,MD,Medical Education,2006,,
342,Advanced Endoscopy,MD,Fellowship,2013,American Board of Internal Medicine,2009
342,Internal Medicine,,Residency,2009,American Board of Internal Medicine,2012
343,,MSN,Medical Education,1993,American Nurses Credentialing Center Certification,
344,,MD,Medical Education,2002,,
344,General Surgery,,Residency,2009,American Board of Surgery,2010
345,,MD,Medical Education,1972,American Board of Family Medicine,1976
346,,MD,Medical Education,2002,American Board of Family Medicine,2005
347,,MD,Medical Education,2004,,
347,Internal Medicine,,Internship,2005,American Board of Internal Medicine,2007
347,Internal Medicine,,Residency,2007,American Board of Internal Medicine,2010
348,,MD,Medical Education,1983,American Board of Internal Medicine,1991
348,Gastroenterology,,Fellowship,1991,American Board of Internal Medicine,1989
349,,MD,Medical Education,2009,,
349,Hematology and Oncology,,Fellowship,2017,American Board of Internal Medicine,2012
351,,MD,Medical Education,1994,American Board of Obstetrics and Gynecology,2004
352,,MD,Medical Education,1991,,
352,Internal Medicine,,Residency,1997,American Board of Internal Medicine,1997
353,,MD,Medical Education,1981,American Board of Internal Medicine,1984
353,Internal Medicine,,Residency,1984,American Board of Internal Medicine,1994
354,,MD,Medical Education,1993,American Board of Internal Medicine,1997
355,,MD,Medical Education,1986,American Board of Family Medicine,1989
356,,MD,Medical Education,1995,American Board of Family Medicine,1998
357,,MD,Medical Education,2007,,
357,Internal Medicine,,Internship,2008,American Board of Internal Medicine,2010
358,,DO,Medical Education,2013,Am Osteo Board of Emergency Medicine,2018
359,,MD,Medical Education,1990,American Board of Internal Medicine,1993
360,,MD,Medical Education,1992,,
360,Family Medicine,,Internship,2004,American Board of Family Medicine,2011
360,Family Medicine,,Residency,2007,American Board of Family Medicine,2007
362,,MD,Medical Education,2007,,
362,Internal Medicine,,Residency,2010,American Board of Internal Medicine,2010
364,,MD,Medical Education,2006,,
365,,MD,Medical Education,2001,American Board of Internal Medicine,2004
366,,MD,Medical Education,1995,American Board of Surgery,2003
367,,MD,Medical Education,2002,American Board of Internal Medicine,2005
367,Internal Medicine,,Residency,2005,American Board of Internal Medicine,2012
368,Physician Assistant Program,PA,Medical Education,1995,,
370,,,Medical Education,1993,American Board of Internal Medicine,2007
371,,DO,Medical Education,2005,,
371,Internal Medicine,,Internship,2006,American Board of Internal Medicine,2008
372,,MD,Medical Education,2002,American Board of Surgery,2008
373,,MD,Medical Education,1997,American Board of Family Medicine,2000
374,Internal Medicine,,Internship,2001,American Board of Internal Medicine,2003
375,,MD,Medical Education,2006,,
375,Family Medicine,,Internship,2007,American Board of Family Medicine,2010
375,Family Medicine,,Residency,2009,American Board of Family Medicine,2009
375,Geriatric Medicine,,Fellowship,2010,American Board of Family Medicine,2012
376,Surgery,PA,Medical education,1970,,
377,,MD,Medical Education,1983,American Board of Internal Medicine,1989
377,Gastroenterology,,Fellowship,1988,American Board of Internal Medicine,1986
378,,MD,Medical Education,2004,,
378,Internal Medicine,,Residency,2010,American Board of Internal Medicine,2010
380,,MD,Medical Education,1980,American Board of Family Medicine,2001
381,,MD,Medical Education,2003,,
381,Colon and Rectal Surgery,,Fellowship,2009,American Board of Colon and Rectal Surgery,2011
381,Surgery-General,,Internship,2004,American Board of Surgery,2019
382,,MD,Medical Education,2009,,
383,,MD,Medical Education,2011,,
383,Internal Medicine,,Internship,2013,American Board of Internal Medicine,2015
384,,MD,Medical Education,1987,American Board of Internal Medicine,1997
385,,MD,Medical Education,1998,American Board of Family Medicine,2011
386,,MD,Medical Education,2004,,
386,General Surgery,,Residency,2010,American Board of Surgery,2011
387,,MD,Medical Education,1993,American Board of Surgery,1999
389,,MD,Medical Education,2008,,
389,Anesthesiology,,Residency,2009,American Board of Internal Medicine,2012
389,Hematology and Oncology,,Fellowship,2015,American Board of Internal Medicine,2015
389,Internal Medicine,,Residency,2012,American Board of Internal Medicine,2015
390,,MD,Medical Education,1992,American Board of Internal Medicine,2004
390,Geriatric Medicine-Internal Med,,Fellowship,2004,American Board of Internal Medicine,2003
391,,MD,Medical Education,1999,American Board of Internal Medicine,2005
391,Gastroenterology,,Fellowship,2005,American Board of Internal Medicine,2002
393,,MS,Professional Education,2006,National Commission on Certification of Physician,
394,,DO,Medical Education,2013,,
394,Family Medicine,,Residency,2016,Am Osteo Board of Family Physicians,2016
395,,MD,Medical Education,1981,,
396,,MD,Medical Education,1988,American Board of Surgery,1995
397,,NP,Medical Education,1989,,
398,,MD,Medical Education,1990,American Board of Colon and Rectal Surgery,2000
398,Colorectal Surgery,,Fellowship,1997,American Board of Surgery,1998
399,,MD,Medical Education,2016,,
401,,MD,Medical Education,1994,,
401,Geriatric Medicine,,Fellowship,2011,American Board of Internal Medicine,2010
401,Internal Medicine,,Residency,2010,American Board of Internal Medicine,2011
402,,MD,Medical Education,1986,American Board of Family Medicine,1989
402,Family Medicine,,Internship,1987,American Board of Family Medicine,1996
403,,NONE,Residency,2004,AMERICAN BOARD OF EMERGENCY MEDICINE,2005
403,Emergency Medicine,MD,Medical Education,2001,,
404,Medical Degree,MD,Medical Education,2006,Am Bd of Surgery,2015
405,,MD,Medical Education,2011,,
406,,MD,Medical Education,1989,American Board of Surgery,1996
408,,MD,Medical Education,2001,,
408,General Surgery,,Residency,2009,American Board of Surgery,2009
409,,MD,Medical education,2003,,
410,,MD,Medical Education,1993,American Board of Internal Medicine,1996
411,,MD,Medical Education,2007,,
411,Internal Medicine,,Internship,1900,American Board of Internal Medicine,2010
412,,MD,Medical Education,1995,American Board of Surgery,2002
413,,MD,Medical Education,1987,American Board of Family Medicine,1991
414,,MD,Medical Education,1999,American Board of Internal Medicine,2010
414,Family Medicine,,Residency,2002,American Board of Family Medicine,2004
414,Geriatric Medicine,,Fellowship,2003,American Board of Family Medicine,2002
415,,MD,Medical Education,2012,,
415,Internal Medicine,,Internship,2013,American Board of Internal Medicine,2015
416,Physician Assistant,BS,Professional Education,1994,National Commission on Certification of Physician,
417,,MD,Medical Education,1974,American Board of Family Medicine,1977
419,,MD,Medical Education,1999,,
419,Gastroenterology,,Fellowship,2006,American Board of Internal Medicine,2006
419,Internal Medicine,,Residency,2002,American Board of Internal Medicine,2003
421,,DO,Medical Education,1997,American Board of Family Medicine,2000
422,,MD,Medical Education,1999,American Board of Internal Medicine,2006
424,,MD,Medical Education,1986,American Board of Internal Medicine,1990
424,Internal Medicine,,Residency,1989,American Board of Preventive Medicine,2005
425,,MD,Medical Education,1982,American Board of Family Medicine,1985
426,,MD,Medical Education,2001,American Board of Surgery,2008
427,,MD,Medical Education,1999,American Board of Internal Medicine,2005
427,Gastroenterology,,Fellowship,2005,American Board of Internal Medicine,2002
428,,MD,Medical Education,2000,American Board of Radiology,2017
428,Diagnostic Radiology,,Residency,2005,American Board of Radiology,2005
428,Interventional Radiology,,Fellowship,2006,American Board of Radiology,2007
429,,MD,Medical Education,2000,American Board of Internal Medicine,2004
431,,MD,Medical Education,2007,,
431,Hematology and Oncology,,Fellowship,2013,American Board of Internal Medicine,2010
431,Internal Medicine,,Internship,2008,American Board of Internal Medicine,2013
431,Internal Medicine,,Residency,2010,American Board of Internal Medicine,2013
432,,MD,Medical Education,2011,,
432,Internal Medicine,,Internship,2012,American Board of Internal Medicine,2014
433,,MD,Medical Education,1978,American Board of Internal Medicine,1982
434,,MD,Medical Education,1985,,
434,Gastroenterology,,Fellowship,1990,American Board of Internal Medicine,2007
434,Internal Medicine,,Residency,1988,American Board of Internal Medicine,2000
435,,MD,Medical Education,1993,American Board of Family Medicine,1996
436,,DO,Medical Education,2007,American Board of Family Medicine,2010
438,,MD,Medical Education,2005,,
438,Internal Medicine,,Internship,2005,American Board of Internal Medicine,2008
438,Internal Medicine,,Residency,2005,American Board of Internal Medicine,2018
439,,MD,Medical Education,1991,American Board of Surgery,2008
440,,MD,Medical Education,1968,American Board of Internal Medicine,1974
440,Internal Medicine,,Residency,1972,American Board of Internal Medicine,1977
440,Rotating,,Internship,1971,American Board of Internal Medicine,1976
441,,DO,Medical Education,1999,Am Osteo Board of Family Physicians,2002
442,,MD,Medical Education,1993,American Board of Internal Medicine,1996
442,Internal Medicine,,Residency,1996,American Board of Internal Medicine,2016
443,,MD,Medical Education,1983,American Board of Surgery,1989
445,Internal Medicine,,Internship,2004,American Board of Internal Medicine,2006
445,Internal Medicine,,Residency,2006,Am Osteo Board of Internal Medicine,2017
446,,DO,Medical Education,2013,,
446,Family Medicine,,Internship,2014,American Board of Family Medicine,2016
447,,DO,Medical Education,2008,,
448,,MD,Medical Education,2009,,
448,Internal Medicine,,Residency,2012,American Board of Internal Medicine,2012
449,Allopathic Medicine,MD,Medical Education,1997,,
449,Surgical Oncology,,Medical Training,2011,American Board of Surgery,2005
450,,,Fellowship,2017,American Board of Internal Medicine,2017
450,,MD,Medical Education,2010,American Board of Internal Medicine,2017
450,Family Medicine,,Internship,2011,American Board of Internal Medicine,2014
451,,MD,Medical Education,1995,,
451,Internal Medicine,,Internship,1996,American Board of Internal Medicine,1999
452,,MD,Medical Education,2003,,
452,Internal Medicine,,Internship,2005,American Board of Family Medicine,2009
453,,MD,Medical Education,2000,,
453,Transitional,,Internship,2001,American Board of Dermatology,2004
454,,MD,Medical Education,1998,,
454,Family Medicine,,Residency,2013,American Board of Family Medicine,2013
455,,MD,Medical Education,1984,American Board of Family Medicine,1987
455,Family Practice,,Residency,1987,American Board of Family Medicine,1992
457,,MD,Medical Education,2012,,
457,Family Medicine,,Internship,2013,American Board of Family Medicine,2015
458,,MD,Medical Education,1980,American Board of Internal Medicine,1987
459,,MD,Medical education,2008,,
460,,MD,Medical Education,2010,,
460,Family Medicine,,Chief Resident,2013,American Board of Family Medicine,2013
461,,MD,Medical Education,2008,,
461,Internal Medicine,,Residency,2011,American Board of Internal Medicine,2013
462,,DO,Medical Education,2006,,
462,General Surgery,,Residency,2011,Am Osteo Board of Surgery,2012
463,,MD,Medical Education,1995,American Board of Internal Medicine,1998
464,,MD,Medical education,1993,American Board of Surgery,2001
465,,MD,Medical Education,1986,American Board of Family Medicine,2004
466,,MD,Medical Education,1996,American Board of Family Medicine,2002
467,,MD,Medical Education,1996,American Board of Family Medicine,1999
468,,MD,Medical Education,2009,American Board of Family Medicine,2012
469,,MD,Medical Education,1975,American Board of Internal Medicine,1979
469,Internal Medicine,,Internship,1978,American Board of Internal Medicine,1983
470,,MD,Medical Education,2002,,
470,Internal Medicine,,Internship,2009,American Board of Internal Medicine,2014
470,Internal Medicine,,Residency,2011,American Board of Internal Medicine,2013
471,,MD,Medical Education,2005,,
471,Colon and Rectal Surgery,,Fellowship,2012,American Board of Surgery,2011
471,Surgery-General,,Internship,2006,American Board of Colon and Rectal Surgery,2013
472,,MD,Medical Education,2001,American Board of Internal Medicine,2005
473,,MD,Medical Education,2004,American Board of Family Medicine,2008
474,,MD,Medical Education,1996,,
474,Gastroenterology,,Fellowship,2005,American Board of Internal Medicine,2006
474,Internal Medicine,,Residency,2001,American Board of Internal Medicine,2001
