physid,firstdepyr,lastdepyr,SPECIALTY,MEDCTR,MSA,ENCCT
57,2005,2018,"Surgery, General",RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,9647
57,2010,2012,"Surgery, General",MORENO VALLEY MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,330
57,2015,2020,Mohs Surgery Services,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,1166
57,2018,2019,"Surgery, General",MURRIETA MEDICAL OFFICE 1 U,RIVERSIDE MEDICAL CENTER AREA,147
58,2010,2020,"Obstetrics, Gynecology",ALTON/SAND CANYON MOB 2 U,ORANGE COUNTY MED CENTER AREA,12805
58,2015,2019,"Obstetrics, Gynecology",ANAHEIM KRAEMER MED OFFICE 2 U,ORANGE COUNTY MED CENTER AREA,3158
58,2019,2019,"Obstetrics, Gynecology",SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,10
59,2008,2008,Dermatology,BREA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,171
59,2008,2018,Dermatology,SUNSET - VERMONT MED OFFICES  U,SUNSET MEDICAL CENTER AREA,15640
59,2016,2016,Dermatology,PASADENA/LA MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,135
59,2017,2018,Dermatology,GLENDALE ORANGE STREET U,SUNSET MEDICAL CENTER AREA,744
60,2004,2020,"Surgery, General",4760 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,5211
60,2004,2020,"Surgery, General",WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,9971
60,2008,2019,Podiatry,WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,266
60,2014,2020,"Surgery, Vascular",WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,7051
61,2004,2013,Family Practice,LONG BEACH MEDICAL OFFICES U,SOUTH BAY MEDICAL CENTER AREA,25266
61,2004,2020,Urgent Care,NORMANDIE NO. MEDICAL OFFICE U,SOUTH BAY MEDICAL CENTER AREA,2788
61,2013,2020,Family Practice,CARSON SOUTH BAY MEDICAL OFFICE U,SOUTH BAY MEDICAL CENTER AREA,11342
61,2013,2020,Neurology,NORMANDIE NO. MEDICAL OFFICE U,SOUTH BAY MEDICAL CENTER AREA,1027
61,2015,2019,Family Practice,SOUTH BAY MEDICAL CENTER U,SOUTH BAY MEDICAL CENTER AREA,242
63,2004,2005,Hematology/Oncology,PANORAMA CITY MEDICAL OFFICE 4 L,PANORAMA MEDICAL CENTER AREA,2494
63,2005,2012,Hematology/Oncology,PANORAMA CITY MEDICAL OFFICE 4 U,PANORAMA MEDICAL CENTER AREA,15349
63,2008,2008,Hematology/Oncology,LANCASTER MEDICAL OFFICES U,ANTELOPE VALLEY MED CTR AREA,8
64,2004,2017,Family Practice,WILDOMAR MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,14869
64,2004,2017,Urgent Care,WILDOMAR MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,7370
64,2005,2006,Urgent Care,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,9
64,2006,2007,Family Practice,INDIO MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,98
64,2006,2007,Family Practice,PALM DESERT MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,163
64,2008,2020,Family Practice,TEMECULA MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,40775
64,2015,2019,Family Practice,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,1246
64,2017,2019,Urgent Care,MURRIETA MEDICAL OFFICE 1 U,RIVERSIDE MEDICAL CENTER AREA,83
64,2017,2020,Family Practice,MURRIETA MEDICAL OFFICE 1 U,RIVERSIDE MEDICAL CENTER AREA,418
65,2004,2005,"Obstetrics, Gynecology",MONTEBELLO MEDICAL OFFICES U,BALDWIN PARK MED CENTER AREA,1298
65,2004,2012,"Obstetrics, Gynecology",BALDWIN PARK MEDICAL OFFICES U,BALDWIN PARK MED CENTER AREA,3705
65,2009,2012,"Obstetrics, Gynecology",PASADENA/LA MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,3449
66,2004,2019,Internal Medicine,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,23175
66,2005,2005,,,,1
66,2006,2020,Family Practice,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,316
66,2011,2014,Internal Medicine,BELLFLOWER MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,9700
66,2014,2020,Internal Medicine,CERRITOS MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,4630
67,2004,2020,Family Practice,SAN DIMAS MEDICAL OFFICES U,BALDWIN PARK MED CENTER AREA,50235
67,2005,2009,Family Practice,BALDWIN PARK MEDICAL OFFICES U,BALDWIN PARK MED CENTER AREA,2090
67,2009,2020,Urgent Care,BALDWIN PARK MEDICAL OFFICES U,BALDWIN PARK MED CENTER AREA,4181
68,2004,2006,Otolaryngology,SAN DIEGO MEDICAL CENTER L,SAN DIEGO MEDICAL CENTER AREA,1991
68,2005,2010,Otolaryngology,SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,6301
68,2006,2006,Mohs Surgery Services,SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,1
68,2007,2017,Neurosurgery,SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,4588
68,2010,2020,Otolaryngology,GARFIELD SPEC CARE CNTR U,SAN DIEGO MEDICAL CENTER AREA,10186
68,2017,2020,Neurosurgery,VIEWRIDGE 1 MEDICAL OFFICES U,SAN DIEGO MEDICAL CENTER AREA,1535
68,2018,2018,Mohs Surgery Services,GARFIELD SPEC CARE CNTR U,SAN DIEGO MEDICAL CENTER AREA,1
69,2004,2005,Internal Medicine,BALDWIN PARK MEDICAL OFFICES U,BALDWIN PARK MED CENTER AREA,1476
69,2006,2007,Family Practice,BARRANCA MEDICAL OFFICE U,ORANGE COUNTY MED CENTER AREA,40
69,2006,2007,Family Practice,WEST ANAHEIM MEDICAL PLAZA U,ORANGE COUNTY MED CENTER AREA,22
69,2006,2009,Internal Medicine,WEST ANAHEIM MEDICAL PLAZA U,ORANGE COUNTY MED CENTER AREA,102
69,2006,2010,Internal Medicine,BARRANCA MEDICAL OFFICE U,ORANGE COUNTY MED CENTER AREA,318
69,2010,2011,Internal Medicine,LAKEVIEW MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,91
69,2011,2012,Internal Medicine,ANAHEIM KRAEMER MED OFFICE 1,ORANGE COUNTY MED CENTER AREA,16
69,2011,2019,Internal Medicine,ALTON/SAND CANYON MOB 2 U,ORANGE COUNTY MED CENTER AREA,377
69,2012,2019,Internal Medicine,ANAHEIM KRAEMER MED OFFICE 2 U,ORANGE COUNTY MED CENTER AREA,177
69,2017,2019,Cardiology,ANAHEIM KRAEMER MED OFFICE 2 U,ORANGE COUNTY MED CENTER AREA,68
70,2010,2011,"Surgery, General",4760 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,110
71,2004,2017,Physical Medicine,1526 EDGEMONT MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,14593
71,2012,2019,Physical Medicine,WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,3266
71,2013,2014,Neurosurgery,1505 EDGEMONT MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,172
72,2004,2020,Internal Medicine,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,47544
72,2005,2020,Family Practice,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,484
73,2008,2009,Internal Medicine,PANORAMA CITY MEDICAL OFFICE 3 U,PANORAMA MEDICAL CENTER AREA,1946
73,2008,2009,Urgent Care,PANORAMA CITY MEDICAL OFFICE 4 U,PANORAMA MEDICAL CENTER AREA,74
73,2009,2018,Urgent Care,PANORAMA CITY MEDICAL OFFICE 6 U,PANORAMA MEDICAL CENTER AREA,901
73,2009,2020,Internal Medicine,MISSION HILLS MEDICAL OFFICES U,PANORAMA MEDICAL CENTER AREA,33841
73,2016,2020,Family Practice,PANORAMA CITY MEDICAL OFFICE 6 U,PANORAMA MEDICAL CENTER AREA,569
73,2019,2019,Internal Medicine,SANTA CLARITA MEDICAL OFFICES U,PANORAMA MEDICAL CENTER AREA,9
74,2004,2005,"Surgery, General",SAN DIEGO MEDICAL CENTER L,SAN DIEGO MEDICAL CENTER AREA,14
74,2004,2012,"Surgery, General",OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,42
74,2004,2020,"Surgery, General",VANDEVER MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,8585
74,2005,2017,"Surgery, General",SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,89
74,2018,2019,"Surgery, General",KP ZION MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,3
74,2018,2020,"Surgery, General",KP SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,18
76,2004,2005,"Surgery, General",RIVERSIDE MEDICAL CENTER L,RIVERSIDE MEDICAL CENTER AREA,1376
76,2005,2018,"Surgery, General",RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,18951
76,2018,2018,Urgent Care,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,19
77,2004,2004,Family Practice,VISTA MEDICAL OFFICES         U,SAN DIEGO MEDICAL CENTER AREA,37
77,2004,2014,Family Practice,VANDEVER MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,3461
77,2005,2005,Family Practice,BONITA MEDICAL OFFICES        U,SAN DIEGO MEDICAL CENTER AREA,72
77,2005,2005,Family Practice,CLAIREMONT MESA MED OFFICES   U,SAN DIEGO MEDICAL CENTER AREA,13
77,2005,2014,Family Practice,LA MESA MEDICAL OFFICES       U,SAN DIEGO MEDICAL CENTER AREA,1343
77,2005,2014,Family Practice,RANCHO SAN DIEGO MOB          U,SAN DIEGO MEDICAL CENTER AREA,23105
77,2005,2020,Family Practice,SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,810
77,2006,2006,Family Practice,BOSTONIA MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,1
77,2014,2020,Family Practice,BERNARDO CENTER MEDICAL OFFICE U,SAN DIEGO MEDICAL CENTER AREA,15230
77,2015,2016,Family Practice,SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,30
77,2017,2019,Family Practice,KP SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,109
77,2019,2019,Urgent Care,SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,6
78,2004,2008,Internal Medicine,4950 SUNSET MEDICAL OFFICE  U,SUNSET MEDICAL CENTER AREA,821
78,2011,2018,Anesthesiology,1505 EDGEMONT MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,70
79,2014,2014,"Surgery, General",PARKVIEW MEDICAL OFFICES U,SOUTH BAY MEDICAL CENTER AREA,35
80,2012,2013,"Surgery, General",4760 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,144
82,2009,2014,Family Practice,SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,1519
82,2009,2020,Internal Medicine,SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,31318
82,2014,2014,Internal Medicine,CARLSBAD MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,5
82,2014,2019,Urgent Care,SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,31
82,2015,2016,Family Practice,SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,39
82,2017,2019,Family Practice,KP SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,70
83,2008,2017,Pulmonary Diseases,SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,5196
83,2009,2010,Pulmonary Diseases,SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,156
83,2012,2015,Pulmonary Diseases,OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,443
83,2017,2020,Pulmonary Diseases,KP SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,13
83,2017,2020,Pulmonary Diseases,KP ZION MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,1482
84,2008,2013,"Surgery, General",4760 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,808
84,2014,2020,"Surgery, General",RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,4723
85,2009,2013,Family Practice,PALM DESERT MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,17679
85,2012,2012,Family Practice,MORENO VALLEY MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,5
85,2013,2017,Urgent Care,REDLANDS MEDICAL OFFICE U,SAN BERNARDINO COUNTY AREA,4645
85,2013,2020,Family Practice,REDLANDS MEDICAL OFFICE U,SAN BERNARDINO COUNTY AREA,31366
85,2013,2020,Urgent Care,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,8947
85,2015,2015,Urgent Care,ONTARIO VINEYARD MED OFFICES U,SAN BERNARDINO COUNTY AREA,3
86,2012,2015,"Surgery, General",WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,3908
87,2004,2006,Family Practice,BREA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,137
87,2004,2006,Family Practice,LA PALMA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,6280
87,2005,2006,Family Practice,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,562
87,2006,2006,Family Practice,LAKEVIEW MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,16
87,2006,2006,Pediatric Urgent Care,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,1
87,2006,2016,Family Practice,HIGH DESERT MEDICAL OFFICES   U,SAN BERNARDINO COUNTY AREA,27213
87,2006,2020,Urgent Care,HIGH DESERT MEDICAL OFFICES   U,SAN BERNARDINO COUNTY AREA,22235
87,2009,2009,Urgent Care,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,30
87,2015,2015,Family Practice,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,31
88,2004,2005,Family Practice,CULVER MARINA MEDICAL OFFICES  U,WEST LA MEDICAL CENTER AREA,148
88,2004,2005,Family Practice,PLAYA VISTA MEDICAL OFFICES  U,WEST LA MEDICAL CENTER AREA,335
88,2004,2012,Family Practice,INGLEWOOD MEDICAL OFFICES U,WEST LA MEDICAL CENTER AREA,207
88,2004,2014,Family Practice,WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,32612
88,2005,2014,Urgent Care,WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,2615
88,2014,2018,Family Practice,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,1049
88,2014,2018,Urgent Care,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,156
88,2014,2019,Family Practice,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,216
88,2014,2020,Family Practice,TUSTIN RANCH MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,21149
88,2015,2018,Family Practice,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,66
88,2015,2018,Urgent Care,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,106
88,2016,2016,Family Practice,SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,33
88,2016,2018,Urgent Care,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,60
89,2004,2010,Urology,4900 SUNSET MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,8244
89,2010,2020,Urology,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,10424
89,2013,2019,Hematology/Oncology,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,203
89,2014,2020,Urology,IRIS ST MEDICAL OFFICES II,RIVERSIDE MEDICAL CENTER AREA,289
89,2018,2020,Urology,MURRIETA MEDICAL OFFICE 1 U,RIVERSIDE MEDICAL CENTER AREA,136
90,2004,2010,"Surgery, General",2000 PHYSICIANS PLAZA MED OFF U,KERN COUNTY MED CENTER AREA,13000
90,2005,2010,"Surgery, General",STOCKDALE MEDICAL OFFICES U,KERN COUNTY MED CENTER AREA,43
90,2009,2009,"Surgery, General",MING MEDICAL OFFICES U,KERN COUNTY MED CENTER AREA,180
90,2010,2020,"Surgery, General",CHESTER AVE MEDICAL OFFICES U,KERN COUNTY MED CENTER AREA,17848
90,2017,2019,"Surgery, General",TEHACHAPI BLVD MEDICAL OFFICE U,KERN COUNTY MED CENTER AREA,15
91,2004,2007,"Surgery, General",SAN DIEGO MEDICAL CENTER L,SAN DIEGO MEDICAL CENTER AREA,1826
91,2004,2019,"Surgery, General",OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,167
91,2005,2017,"Surgery, General",SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,2435
91,2006,2020,"Surgery, General",VANDEVER MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,7245
91,2010,2011,"Surgery, General",SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,77
91,2017,2019,"Surgery, General",VIEWRIDGE 1 MEDICAL OFFICES U,SAN DIEGO MEDICAL CENTER AREA,45
91,2017,2020,"Surgery, General",KP SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,419
91,2018,2020,"Surgery, General",KP ZION MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,21
92,2005,2008,Gastroenterology,1526 EDGEMONT MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,614
92,2007,2008,"Transplant, Liver",1526 EDGEMONT MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,30
92,2009,2020,Gastroenterology,BALDWIN PARK MEDICAL CENTER L,BALDWIN PARK MED CENTER AREA,13952
92,2010,2020,Gastroenterology,BALDWIN PARK MEDICAL OFFICES U,BALDWIN PARK MED CENTER AREA,5988
92,2015,2017,Gastroenterology,PANORAMA CITY MEDICAL OFFICE 5 U,PANORAMA MEDICAL CENTER AREA,103
92,2019,2020,Gastroenterology,IRWINDALE MEDICAL OFFICES L,BALDWIN PARK MED CENTER AREA,430
92,2019,2020,Gastroenterology,IRWINDALE MEDICAL OFFICES U,BALDWIN PARK MED CENTER AREA,225
93,2015,2020,Family Practice,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,814
95,2005,2020,Internal Medicine,BALDWIN PARK MEDICAL OFFICES U,BALDWIN PARK MED CENTER AREA,3004
95,2019,2019,Family Practice,4950 SUNSET MEDICAL OFFICE  U,SUNSET MEDICAL CENTER AREA,127
95,2019,2019,Family Practice,BALDWIN PARK MEDICAL OFFICES U,BALDWIN PARK MED CENTER AREA,103
95,2019,2019,Family Practice,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,114
95,2019,2019,Family Practice,KP SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,221
95,2019,2019,Family Practice,LANCASTER MEDICAL OFFICES U,ANTELOPE VALLEY MED CTR AREA,76
95,2019,2019,Family Practice,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,59
95,2019,2019,Family Practice,PANORAMA CITY MEDICAL OFFICE 6 U,PANORAMA MEDICAL CENTER AREA,41
95,2019,2019,Family Practice,SOUTH BAY MEDICAL CENTER U,SOUTH BAY MEDICAL CENTER AREA,66
95,2019,2019,Family Practice,WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,11
95,2019,2019,Family Practice,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,32
95,2019,2020,Family Practice,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,48
95,2019,2020,Family Practice,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,70
96,2004,2020,Family Practice,BREA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,35601
96,2005,2006,Pediatrics,LAKEVIEW MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,4
96,2005,2020,Family Practice,LAKEVIEW MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,396
96,2005,2020,Family Practice,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,516
96,2006,2017,Family Practice,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,82
96,2006,2019,Family Practice,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,612
96,2008,2008,Family Practice,YORBA LINDA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,17
96,2009,2020,Urgent Care,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,320
96,2016,2020,Urgent Care,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,23
96,2019,2019,Urgent Care,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,37
97,2004,2009,"Surgery, General",BELLFLOWER MEDICAL CENTER U,DOWNEY MEDICAL CENTER AREA,6373
97,2009,2009,"Surgery, Ambulatory",GARDEN MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,48
97,2009,2013,"Surgery, General",BELLFLOWER MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,4099
97,2013,2020,"Surgery, General",ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,7462
98,2005,2014,Family Practice,VANDEVER MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,1884
98,2005,2020,Family Practice,OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,37734
98,2010,2011,Family Practice,LA MESA MEDICAL OFFICES       U,SAN DIEGO MEDICAL CENTER AREA,23
98,2014,2020,Urgent Care,OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,4771
98,2016,2017,Urgent Care,LA MESA MEDICAL OFFICES       U,SAN DIEGO MEDICAL CENTER AREA,88
98,2017,2017,Pediatric Urgent Care,OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,42
99,2004,2020,Urology,WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,27591
99,2009,2010,Urology,2000 PHYSICIANS PLAZA MED OFF U,KERN COUNTY MED CENTER AREA,371
99,2009,2012,Urology,STOCKDALE MEDICAL OFFICES U,KERN COUNTY MED CENTER AREA,483
99,2011,2012,Urology,CHESTER AVE MEDICAL OFFICES U,KERN COUNTY MED CENTER AREA,437
100,2004,2020,Gastroenterology,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,19788
100,2005,2020,Gastroenterology,ONTARIO VINEYARD MED OFFICES U,SAN BERNARDINO COUNTY AREA,3583
100,2018,2020,Gastroenterology,REDLANDS MEDICAL OFFICE U,SAN BERNARDINO COUNTY AREA,22
101,2004,2017,Internal Medicine,PANORAMA CITY MEDICAL OFFICE 3 U,PANORAMA MEDICAL CENTER AREA,6025
101,2005,2009,Urgent Care,PANORAMA CITY MEDICAL OFFICE 4 U,PANORAMA MEDICAL CENTER AREA,1309
101,2009,2016,Urgent Care,PANORAMA CITY MEDICAL OFFICE 6 U,PANORAMA MEDICAL CENTER AREA,744
102,2004,2010,Gastroenterology,SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,5474
102,2009,2017,Gastroenterology,OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,51
102,2010,2020,Gastroenterology,GARFIELD SPEC CARE CNTR U,SAN DIEGO MEDICAL CENTER AREA,15656
103,2006,2007,Internal Medicine,INDIO MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,343
103,2006,2007,Internal Medicine,PALM DESERT MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,1852
103,2006,2007,Internal Medicine,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,528
103,2009,2009,Family Practice,ALISO VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,8
103,2009,2009,Family Practice,BARRANCA MEDICAL OFFICE U,ORANGE COUNTY MED CENTER AREA,44
103,2009,2009,Family Practice,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,120
103,2009,2009,Family Practice,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,1863
103,2009,2009,Family Practice,LAKEVIEW MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,145
103,2009,2009,Family Practice,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,12
103,2009,2009,Family Practice,SAN JUAN CAPISTRANO OFFICES U,ORANGE COUNTY MED CENTER AREA,57
103,2009,2014,Internal Medicine,LAKESIDE MEDICAL OFFICES U,SOUTH BAY MEDICAL CENTER AREA,13590
103,2014,2020,Internal Medicine,NORMANDIE NO. MEDICAL OFFICE U,SOUTH BAY MEDICAL CENTER AREA,9609
103,2015,2020,Family Practice,SOUTH BAY MEDICAL CENTER U,SOUTH BAY MEDICAL CENTER AREA,286
103,2016,2016,Family Practice,NORMANDIE NO. MEDICAL OFFICE U,SOUTH BAY MEDICAL CENTER AREA,1
103,2017,2020,Internal Medicine,COASTLINE MEDICAL OFFICES,SOUTH BAY MEDICAL CENTER AREA,4344
103,2018,2020,Internal Medicine,GARDENA MEDICAL OFFICES U,SOUTH BAY MEDICAL CENTER AREA,60
103,2019,2019,Family Practice,CARSON SOUTH BAY MEDICAL OFFICE U,SOUTH BAY MEDICAL CENTER AREA,13
103,2019,2019,Internal Medicine,LONG BEACH MEDICAL OFFICES U,SOUTH BAY MEDICAL CENTER AREA,135
104,2004,2016,"Obstetrics, Gynecology",BALDWIN PARK MEDICAL OFFICES U,BALDWIN PARK MED CENTER AREA,14968
105,2007,2007,Pediatric Urgent Care,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,42
105,2007,2007,Pediatrics,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,21
105,2008,2020,Family Practice,MORENO VALLEY MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,37746
105,2008,2020,Family Practice,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,3341
105,2009,2018,Urgent Care,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,545
105,2013,2015,Family Practice,WILDOMAR MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,36
